location_id,location_name,province,province_id,municipality,municipality_id,location_type,page,area
29272,Ekeren - Bospolder - Ekers Moeras,Antwerpen,17.0,Antwerpen,91762.0,Gebied,136,"20,64 ha"
28285,Ekeren - Bospolder - Ekerse Putten,Antwerpen,17.0,Antwerpen,91762.0,Gebied,136,"95,92 ha"
670813,Ekeren - Bospolder - Muisbroek - Bosjes,Antwerpen,17.0,Antwerpen,91762.0,Gebied,136,"12,56 ha"
29283,Ekeren - De Bist,Antwerpen,17.0,Antwerpen,91762.0,Gebied,136,"50,79 ha"
29284,Ekeren - De Donk,Antwerpen,17.0,Antwerpen,91762.0,Gebied,136,"1,78 km2"
28286,Ekeren - Dorpskern,Antwerpen,17.0,Ekeren (Dg),23289.0,Gebied,136,"3,27 km2"
28230,Ekeren - Leugenberg,Antwerpen,17.0,Antwerpen,91762.0,Gebied,136,"4,34 km2"
28287,Ekeren - Leugenberg - Leugenberg,Antwerpen,17.0,Antwerpen,91762.0,Gebied,136,"3,37 km2"
29277,Ekeren - Leugenberg - Puihoek,Antwerpen,17.0,Kapellen,23368.0,Gebied,137,"97,02 ha"
603712,Ekeren - Muisbroek (Stad Antwerpen),Antwerpen,17.0,Antwerpen,91762.0,Gebied,137,"64,54 ha"
241769,Ekeren - Oude Landen,Antwerpen,17.0,Antwerpen,91762.0,Gebied,137,"1,7 km2"
29267,Ekeren - Oude Landen - fase 3 / Rozemaai,Antwerpen,17.0,Antwerpen,91762.0,Gebied,137,"27,45 ha"
29269,Ekeren - Oude Landen - fase 4,Antwerpen,17.0,Antwerpen,91762.0,Gebied,137,"73,4 ha"
28284,Ekeren - Oude Landen - Oostelijk Deel,Antwerpen,17.0,Antwerpen,91762.0,Gebied,137,"45,73 ha"
29270,Ekeren - Oude Landen - Veltwijck park,Antwerpen,17.0,Antwerpen,91762.0,Gebied,137,"11,55 ha"
29268,Ekeren - Oude Landen - Westelijk Deel,Antwerpen,17.0,Antwerpen,91762.0,Gebied,137,"58,48 ha"
23289,Ekeren (Dg),Antwerpen,17.0,Antwerpen,91762.0,Deelgemeente,137,"9,06 km2"
181104,Eksaarde - Bioboerderij Uilenbosschen,Oost-Vlaanderen,16.0,Moerbeke,24129.0,Gebied,137,"18,38 ha"
30702,Eksaarde - Briel,Oost-Vlaanderen,16.0,Lokeren,24127.0,Gebied,137,"1,13 km2"
30830,Eksaarde - Calaigne,Oost-Vlaanderen,16.0,Lokeren,24127.0,Gebied,137,"1,62 km2"
28813,Eksaarde - De Linie,Oost-Vlaanderen,16.0,Lokeren,24127.0,Gebied,137,"1,73 km2"
28436,Eksaarde - De Linie - Rietveld,Oost-Vlaanderen,16.0,Lokeren,24127.0,Gebied,137,"1,35 ha"
28808,Eksaarde - Dorp en omgeving,Oost-Vlaanderen,16.0,Lokeren,24127.0,Gebied,137,"4,01 km2"
141267,Eksaarde - Vleermuizenbunker,Oost-Vlaanderen,16.0,Lokeren,24127.0,Gebied,137,4.291 m2
27381,Eksaarde (Dg),Oost-Vlaanderen,16.0,Lokeren,24127.0,Deelgemeente,137,"21,49 km2"
23494,Eksel,Limburg,14.0,Eksel,23494.0,Deelgemeente,137,"40,47 km2"
138633,Eksel - Centrum,Limburg,14.0,Hechtel-Eksel,91722.0,Gebied,137,"1,72 km2"
189006,Eksel - Neerhoksent - Dommelvallei,Limburg,14.0,Peer,23501.0,Gebied,137,"2,48 km2"
108474,Eksel - Pijnven,Limburg,14.0,Hechtel-Eksel,91722.0,Gebied,137,"12,7 km2"
24396,Eksel - Veewei,Limburg,14.0,Hechtel-Eksel,91722.0,Gebied,137,"1,77 km2"
138634,Eksel - Winner,Limburg,14.0,Hechtel-Eksel,91722.0,Gebied,137,"82,15 ha"
138635,Eksel - Winner (Bos),Limburg,14.0,Overpelt,23489.0,Gebied,137,"6,41 km2"
252581,Elen - Damiaan buitendijks,Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,137,"63,71 ha"
29758,Elen - De Broeken,Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,138,"44,67 ha"
28687,Elen - Sanderbeek,Limburg,14.0,Maaseik,23098.0,Gebied,138,"67,41 ha"
29757,Elen - Sipermau,Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,138,"1,29 km2"
29760,Elen - Uiterwaarden Damiaan,Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,138,"86,81 ha"
27574,Elen (Dg),Limburg,14.0,Dilsen-Stokkem,23458.0,Deelgemeente,138,"10,05 km2"
27477,Elene + Oombergen (Dg),Oost-Vlaanderen,16.0,Zottegem,24170.0,Deelgemeente,138,"5,22 km2"
604772,Elewijt - Begraafplaats,Vlaams-Brabant,20.0,Zemst,24238.0,Gebied,138,"1,0 ha"
30872,Elewijt - Domein Terlinden - Elewijt Plas,Vlaams-Brabant,20.0,Zemst,24238.0,Gebied,138,"8,58 ha"
30891,Elewijt - Domein Terlinden - Schiplakenbos,Vlaams-Brabant,20.0,Zemst,24238.0,Gebied,138,"1,91 km2"
134097,Elewijt - Domein Van Der Meersch,Vlaams-Brabant,20.0,Vilvoorde,24240.0,Gebied,138,"1,79 km2"
258214,Elewijt - Heirweg I,Vlaams-Brabant,20.0,Zemst,24238.0,Gebied,138,"3,94 ha"
30889,Elewijt - Rubenskasteel,Vlaams-Brabant,20.0,Zemst,24238.0,Gebied,138,"6,61 ha"
27703,Elewijt (Dg),Vlaams-Brabant,20.0,Weerde (Dg),23274.0,Deelgemeente,138,"6,43 km2"
604554,Eliksem - Kerkhof,Vlaams-Brabant,20.0,Landen,23424.0,Gebied,138,1.773 m2
27785,Eliksem (Dg),Vlaams-Brabant,20.0,Landen,23424.0,Deelgemeente,138,"1,71 km2"
106367,Elingen - Akkerstrook,Vlaams-Brabant,20.0,Pepingen,23236.0,Gebied,138,"1,75 ha"
31165,Elingen - Beekvalleitjes,Vlaams-Brabant,20.0,Lennik,23249.0,Gebied,138,"43,97 ha"
31162,Elingen - Brandwacht,Vlaams-Brabant,20.0,Lennik,23249.0,Gebied,138,"1,78 km2"
604887,Elingen - Kerkhof,Vlaams-Brabant,20.0,Pepingen,23236.0,Gebied,138,1.802 m2
23088,Elingen (Dg),Vlaams-Brabant,20.0,Pepingen,23236.0,Deelgemeente,138,"2,99 km2"
42129,Ellemelle,Liège,22.0,Ouffet (entité),43860.0,Deelgemeente,138,"4,46 km2"
43465,Ellezelles,Hainaut,23.0,Ellezelles (entité),43718.0,Deelgemeente,138,"21,57 km2"
604378,Ellezelles - Camp et Haies,Hainaut,23.0,Ellezelles (entité),43718.0,Gebied,138,"1,99 km2"
604384,Ellezelles - centre village,Hainaut,23.0,Ellezelles (entité),43718.0,Gebied,138,"84,95 ha"
604373,Ellezelles - Padraye - Paradis,Hainaut,23.0,Ellezelles (entité),43718.0,Gebied,138,"1,6 km2"
43718,Ellezelles (entité),Hainaut,23.0,Ellezelles (entité),43718.0,Gemeente,139,"45,12 km2"
41852,Ellignies-Sainte-Anne,Hainaut,23.0,Beloeil (entité),43820.0,Deelgemeente,139,"11,32 km2"
27562,Ellikom (Dg),Limburg,14.0,Meeuwen-Gruitrode,23097.0,Deelgemeente,139,"5,82 km2"
41915,Elouges,Hainaut,23.0,Dour (entité),43883.0,Deelgemeente,139,"9,97 km2"
30581,Elsegem - Domein de Ghellinck,Oost-Vlaanderen,16.0,Wortegem-Petegem,24184.0,Gebied,139,"71,21 ha"
107767,Elsegem - Schelde,Oost-Vlaanderen,16.0,Wortegem-Petegem,24184.0,Gebied,139,"18,51 ha"
30582,Elsegem - Scheldemeersen,Oost-Vlaanderen,16.0,Wortegem-Petegem,24184.0,Gebied,139,"20,24 ha"
27520,Elsegem (Dg),Oost-Vlaanderen,16.0,Wortegem-Petegem,24184.0,Deelgemeente,139,"6,12 km2"
32469,Elsenborn,Liège,22.0,Rocherath,23613.0,Deelgemeente,139,"56,48 km2"
251523,Elsene/Ixelles - ULB - Campus Solbosch,Bruxelles / Brussel,19.0,Bruxelles-ville/Brussel-Stad (Dg),24235.0,Gebied,139,"22,65 ha"
109669,Elst - Dompels,Oost-Vlaanderen,16.0,Brakel,24173.0,Gebied,139,"36,47 ha"
191709,Elst - Vissegem,Oost-Vlaanderen,16.0,Brakel,24173.0,Gebied,139,"1,35 ha"
27514,Elst (Dg),Oost-Vlaanderen,16.0,Brakel,24173.0,Deelgemeente,139,"5,18 km2"
32020,Elverdinge - Galgenbossen,West-Vlaanderen,15.0,Ieper,24088.0,Gebied,139,"1,3 km2"
191612,Elverdinge - Galgenbossen - Zuid,West-Vlaanderen,15.0,Ieper,24088.0,Gebied,139,"9,28 ha"
32021,Elverdinge - Kasteelpark,West-Vlaanderen,15.0,Ieper,24088.0,Gebied,139,"31,47 ha"
24091,Elverdinge (Dg),West-Vlaanderen,15.0,Ieper,24088.0,Deelgemeente,139,"14,22 km2"
32509,Elversele - Dorp en omgeving,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,139,"4,06 km2"
32510,Elversele - Groot Broek,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,139,"72,47 ha"
32511,Elversele - Klein Broek,Oost-Vlaanderen,16.0,Temse,24125.0,Gebied,139,"63,39 ha"
30831,Elversele - Sombeke dorp en hogere landbouwgrond,Oost-Vlaanderen,16.0,Waasmunster,24136.0,Gebied,139,"2,02 km2"
27388,Elversele (Dg),Oost-Vlaanderen,16.0,Temse,24125.0,Deelgemeente,139,"5,11 km2"
28923,Emblem - Molenveld,Antwerpen,17.0,Ranst,23331.0,Gebied,139,"2,04 km2"
27174,Emblem (Dg),Antwerpen,17.0,Ranst,23331.0,Deelgemeente,139,"8,52 km2"
247145,Emblem/Broechem - Campus Vesta,Antwerpen,17.0,Ranst,23331.0,Gebied,139,"32,77 ha"
23513,Embourg,Liège,22.0,Chaudfontaine (entité),43801.0,Deelgemeente,140,"4,52 km2"
42624,Emines,Namur,24.0,La Bruyère (entité),43826.0,Deelgemeente,140,"10,55 km2"
252363,Emmels (réserve naturelle),Liège,22.0,Amel / Amblève (entité),43886.0,Gebied,140,"2,89 km2"
678534,Emprise LLN 2,Brabant Wallon,25.0,Ottignies-Louvain-la-Neuve (entité),43765.0,Gebied,140,"33,46 km2"
678535,Emprise Mons 3,Hainaut,23.0,Mons (entité),43852.0,Gebied,140,"2,42 km2"
678536,Emprise Woluwe 3,Bruxelles / Brussel,19.0,Sint-Lambrechts-Woluwe/Woluwe-Saint-Lambert,23171.0,Gebied,140,"3,56 km2"
44318,Emptinne,Namur,24.0,Hamois (entité),43894.0,Deelgemeente,140,"13,83 km2"
23681,Emptinne (Etangs),Namur,24.0,Hamois (entité),43894.0,Gebied,140,"8,88 ha"
73129,En Chîrmont,Liège,22.0,Hamoir (entité),43865.0,Gebied,140,"22,62 ha"
179620,En Laurcy (Rochefort; Nassogne),Namur,24.0,Rochefort (entité),43923.0,Gebied,140,"53,7 ha"
241242,En Ster,Liège,22.0,Ans (entité),43743.0,Gebied,140,"23,35 ha"
109090,Ename - Ruïne Sint Salvatorabdij,Oost-Vlaanderen,16.0,Oudenaarde,24180.0,Gebied,140,"8,98 ha"
27670,Engelmanshoven (Dg),Limburg,14.0,Sint-Truiden,23101.0,Deelgemeente,140,"42,27 ha"
23977,Enghien,Hainaut,23.0,Enghien (entité),43754.0,Deelgemeente,140,"69,97 ha"
43754,Enghien (entité),Hainaut,23.0,Enghien (entité),43754.0,Gemeente,140,"39,31 km2"
42891,Enghien (Etang Du Parc),Hainaut,23.0,Enghien,23977.0,Gebied,140,"4,84 ha"
43522,Engis,Liège,22.0,Engis (entité),43813.0,Deelgemeente,140,"3,36 km2"
43813,Engis (entité),Liège,22.0,Engis (entité),43813.0,Gemeente,140,"27,73 km2"
41822,Enines,Brabant Wallon,25.0,Orp-Jauche (entité),43736.0,Deelgemeente,140,"2,14 km2"
704537,Ennal et Grand Fond - N2000,Luxembourg,26.0,Trois-Ponts (entité),43890.0,Gebied,140,"1,78 km2"
72937,Ennal (réserve naturelle),Luxembourg,26.0,Vielsalm (entité),43905.0,Gebied,140,"44,08 ha"
252404,Enneilles (réserve naturelle),Luxembourg,26.0,Durbuy (entité),43877.0,Gebied,140,"1,01 km2"
252367,Ensebach-Our (réserve naturelle),Liège,22.0,Büllingen (entité),43850.0,Gebied,140,"3,16 km2"
42252,Ensival,Liège,22.0,Verviers (entité),43793.0,Deelgemeente,140,"4,48 km2"
612690,Entre Ocquier et Ponto,Liège,22.0,Clavier (entité),43868.0,Gebied,140,"2,26 km2"
241546,Environs de Boeur,Luxembourg,26.0,Houffalize (entité),43921.0,Gebied,141,"48,71 ha"
241419,Environs de Bütgenbach,Liège,22.0,Bütgenbach (entité),43838.0,Gebied,141,"11,17 ha"
241567,Environs de Chastrès,Namur,24.0,Walcourt (entité),43909.0,Gebied,141,"9,2 ha"
241599,Environs de l'aérodrome de la Plate Taille,Hainaut,23.0,Froidchapelle (entité),43922.0,Gebied,141,"20,77 ha"
241578,Environs de Mont-Gauthier,Namur,24.0,Rochefort (entité),43923.0,Gebied,141,"32,16 ha"
241555,Environs de Vencimont,Namur,24.0,Gedinne (entité),43942.0,Gebied,141,"24,19 ha"
241552,Environs d'Herbeumont,Luxembourg,26.0,Herbeumont (entité),43956.0,Gebied,141,"86,34 ha"
73352,Epelaar,Antwerpen,17.0,Beerse,23314.0,Gebied,141,"40,57 ha"
42005,Epinois,Hainaut,23.0,Binche (entité),43873.0,Deelgemeente,141,"3,62 km2"
604765,Eppegem - Begraafplaats,Vlaams-Brabant,20.0,Zemst,24238.0,Gebied,141,5.563 m2
107803,Eppegem - Cargovil en Insteekdok,Vlaams-Brabant,20.0,Vilvoorde,24240.0,Gebied,141,"1,64 km2"
604766,Eppegem - Kerkhof,Vlaams-Brabant,20.0,Zemst,24238.0,Gebied,141,5.188 m2
604771,Eppegem - Militaire Begraafplaats,Vlaams-Brabant,20.0,Zemst,24238.0,Gebied,141,4.329 m2
27705,Eppegem (Dg),Vlaams-Brabant,20.0,Zemst,24238.0,Deelgemeente,141,"8,49 km2"
678878,Eppegem/Vilvoorde - Dorent en omgeving,Vlaams-Brabant,20.0,Zemst,24238.0,Gebied,141,"1,77 km2"
30868,Eppegem/Vilvoorde - Nelebroek en Dorent,Vlaams-Brabant,20.0,Zemst,24238.0,Gebied,141,"94,9 ha"
42506,Eprave,Namur,24.0,Rochefort (entité),43923.0,Deelgemeente,141,"10,57 km2"
179435,Erablières de la Lhomme à Lesterny (Nassogne),Luxembourg,26.0,Nassogne (entité),43929.0,Gebied,141,"10,73 ha"
179487,Erablières versant gauche de la Wamme (Nassogne),Luxembourg,26.0,Nassogne (entité),43929.0,Gebied,141,"5,02 ha"
41926,Erbaut,Hainaut,23.0,Jurbise (entité),43832.0,Deelgemeente,141,"4,04 km2"
41924,Erbisoeul,Hainaut,23.0,Jurbise (entité),43832.0,Deelgemeente,141,"7,67 km2"
42878,Erbisoeul (Rnd Etang),Hainaut,23.0,Jurbise (entité),43832.0,Gebied,141,"44,87 ha"
42718,Ere,Hainaut,23.0,Tournai (entité),43768.0,Deelgemeente,141,"6,68 km2"
675647,Erembodegem - Begraafplaats,Oost-Vlaanderen,16.0,Aalst,24142.0,Gebied,141,"3,58 ha"
30398,Erembodegem - Gerstjens,Oost-Vlaanderen,16.0,Aalst,24142.0,Gebied,141,"64,0 ha"
189038,Erembodegem - Kapellemeersen,Oost-Vlaanderen,16.0,Aalst,24142.0,Gebied,142,"52,11 ha"
35179,Erembodegem - Kluizenbos,Oost-Vlaanderen,16.0,Aalst,24142.0,Gebied,142,"54,85 ha"
678461,Erembodegem - Ten Bos,Oost-Vlaanderen,16.0,Aalst,24142.0,Gebied,142,"94,83 ha"
24145,Erembodegem (Dg),Oost-Vlaanderen,16.0,Aalst,24142.0,Deelgemeente,142,"17,91 km2"
43579,Erezée,Luxembourg,26.0,Erezée (entité),43907.0,Deelgemeente,142,"19,88 km2"
43907,Erezée (entité),Luxembourg,26.0,Erezée (entité),43907.0,Gemeente,142,"78,91 km2"
23719,Ermeton-sur-Biert,Namur,24.0,Mettet (entité),43895.0,Deelgemeente,142,"8,53 km2"
179133,Ermitage (Braine-le-Chateau),Brabant Wallon,25.0,Braine-le-Château (entité),43762.0,Gebied,142,"11,28 ha"
42763,Ernage,Namur,24.0,Gembloux (entité),43807.0,Deelgemeente,142,"8,36 km2"
23859,Erneuville,Luxembourg,26.0,Tenneville (entité),43931.0,Deelgemeente,142,"23,51 km2"
42155,Ernonheid,Liège,22.0,Aywaille (entité),43842.0,Deelgemeente,142,"4,5 km2"
27459,Erondegem (Dg),Oost-Vlaanderen,16.0,Erpe-Mere,24153.0,Deelgemeente,142,"3,27 km2"
27457,Erpe (Dg),Oost-Vlaanderen,16.0,Erpe-Mere,24153.0,Deelgemeente,142,"8,38 km2"
24153,Erpe-Mere,Oost-Vlaanderen,16.0,—,,Gemeente,142,"34,37 km2"
24415,Erpe-Mere / Lede / Aalst - Honegem,Oost-Vlaanderen,16.0,Aalst,24142.0,Gebied,142,"4,14 km2"
613798,Erpe-Mere - Erondegemkouter,Oost-Vlaanderen,16.0,Erpe-Mere,24153.0,Gebied,142,"75,79 ha"
251550,Erpe-Mere - Halfbunder en Krevelhoek,Oost-Vlaanderen,16.0,Erpe-Mere,24153.0,Gebied,142,"89,99 ha"
695060,Erpe-Mere - Hofgeluk,Oost-Vlaanderen,16.0,Erpe-Mere,24153.0,Gebied,142,6.859 m2
29862,Erpe-Mere - Honegem - Turfput,Oost-Vlaanderen,16.0,Erpe-Mere,24153.0,Gebied,142,"4,05 ha"
29863,Erpe-Mere - Molenmeers,Oost-Vlaanderen,16.0,Erpe-Mere,24153.0,Gebied,142,"75,29 ha"
251549,Erpe-Mere - Nerenbroek,Oost-Vlaanderen,16.0,Erpe-Mere,24153.0,Gebied,142,"71,62 ha"
614605,Erpe-Mere - Perceel kerkfabriek,Oost-Vlaanderen,16.0,Erpe-Mere,24153.0,Gebied,142,"1,17 ha"
229078,Erpe-Mere - Steenberg,Oost-Vlaanderen,16.0,Erpe-Mere,24153.0,Gebied,142,"25,5 ha"
688858,Erpe-Mere - Steenberg - Poel west,Oost-Vlaanderen,16.0,Erpe-Mere,24153.0,Gebied,142,8.818 m2
240940,Erpe-Mere - Visser,Oost-Vlaanderen,16.0,Erpe-Mere,24153.0,Gebied,142,"52,79 ha"
259047,Erpe-Mere - Wachtbekken,Oost-Vlaanderen,16.0,Erpe-Mere,24153.0,Gebied,143,"23,41 ha"
251548,Erpe-Mere - Zevekoot,Oost-Vlaanderen,16.0,Erpe-Mere,24153.0,Gebied,143,"27,04 ha"
23661,Erpent,Namur,24.0,Namur (entité),43840.0,Deelgemeente,143,"5,73 km2"
108430,Erpent  - Friche du Collège,Namur,24.0,Namur (entité),43840.0,Gebied,143,"3,66 ha"
23762,Erpion,Hainaut,23.0,Froidchapelle (entité),43922.0,Deelgemeente,143,"6,7 km2"
604778,Erps-Kwerps - Begraafplaats,Vlaams-Brabant,20.0,Kortenberg,23385.0,Gebied,143,"1,44 ha"
28456,Erps-Kwerps - Dorp,Vlaams-Brabant,20.0,Erps-Kwerps (Dg),23386.0,Gebied,143,"7,56 km2"
30898,Erps-Kwerps - Molenbeekvallei - Vijvers Kwerps,Vlaams-Brabant,20.0,Kortenberg,23385.0,Gebied,143,"63,53 ha"
28457,Erps-Kwerps - Molenbeekvallei - Zone Molenbeekvallei,Vlaams-Brabant,20.0,Kortenberg,23385.0,Gebied,143,"1,64 km2"
30897,Erps-Kwerps - Silsombos,Vlaams-Brabant,20.0,Erps-Kwerps (Dg),23386.0,Gebied,143,"60,85 ha"
28458,Erps-Kwerps - Zuurbeekvallei,Vlaams-Brabant,20.0,Kortenberg,23385.0,Gebied,143,"5,48 km2"
23386,Erps-Kwerps (Dg),Vlaams-Brabant,20.0,Kortenberg,23385.0,Deelgemeente,143,"16,04 km2"
24501,Erps-kwerps/Veltem-Beisem - Molenbeekvallei,Vlaams-Brabant,20.0,Kortenberg,23385.0,Gebied,143,"3,82 km2"
43498,Erquelinnes,Hainaut,23.0,Erquelinnes (entité),43906.0,Deelgemeente,143,"7,43 km2"
43906,Erquelinnes (entité),Hainaut,23.0,Erquelinnes (entité),43906.0,Gemeente,143,"44,64 km2"
41954,Erquennes,Hainaut,23.0,Honnelles (entité),43893.0,Deelgemeente,143,"4,04 km2"
27377,Ertvelde (Dg),Oost-Vlaanderen,16.0,Evergem,24204.0,Deelgemeente,143,"23,26 km2"
30277,Ertvelde zuid - Gooiken (2150C),Oost-Vlaanderen,16.0,Evergem,24204.0,Gebied,143,"5,85 km2"
30279,Ertvelde zuid - Schildeken (2150B),Oost-Vlaanderen,16.0,Evergem,24204.0,Gebied,143,"3,35 km2"
30280,Ertvelde zuid - Spaarbekken Kluizen (2150A) (Ontoegankelijk),Oost-Vlaanderen,16.0,Evergem,24204.0,Gebied,143,"2,0 km2"
30278,Ertvelde zuid - Walprij (2150D),Oost-Vlaanderen,16.0,Evergem,24204.0,Gebied,143,"5,71 km2"
30276,Ertvelde zuid (2150),Oost-Vlaanderen,16.0,Evergem,24204.0,Gebied,143,"16,91 km2"
28728,Ertvelde-Rieme - Hoge Averij (2170B),Oost-Vlaanderen,16.0,Evergem,24204.0,Gebied,143,"4,58 km2"
30231,Ertvelde-Rieme - Stoepe (2170A),Oost-Vlaanderen,16.0,Evergem,24204.0,Gebied,143,"3,76 km2"
28727,Ertvelde-Rieme (2170),Oost-Vlaanderen,16.0,Evergem,24204.0,Gebied,143,"8,34 km2"
27509,Erwetegem (Dg),Oost-Vlaanderen,16.0,Zottegem,24170.0,Deelgemeente,144,"9,41 km2"
109673,Erwetegem/Sint-Maria-Oudenhove - Klein Holland,Oost-Vlaanderen,16.0,Zottegem,24170.0,Gebied,144,"1,77 km2"
42062,Escanaffles,Hainaut,23.0,Celles (entité),43726.0,Deelgemeente,144,"13,46 km2"
42844,Escanaffles (Le Vivier),Hainaut,23.0,Celles (entité),43726.0,Gebied,144,"3,3 ha"
42845,Escanaffles (Prairies Le Long De La L'Haye),Hainaut,23.0,Celles (entité),43726.0,Gebied,144,"10,04 ha"
106181,Escaut - à Bossuit,Hainaut,23.0,Celles (entité),43726.0,Gebied,144,"5,55 ha"
72779,Escaut - tronçon de Bléharies à Tournai,Hainaut,23.0,Antoing (entité),43816.0,Gebied,144,"90,65 ha"
106180,Escaut - tronçon de Bossuit à Escanaffles,Hainaut,23.0,Celles (entité),43726.0,Gebied,144,"13,18 ha"
72772,Escaut - tronçon de Pottes à Bossuit,Hainaut,23.0,Celles (entité),43726.0,Gebied,144,"10,34 ha"
72773,Escaut - tronçon de Tournai à Pottes,Hainaut,23.0,Pecq (entité),43744.0,Gebied,144,"65,11 ha"
43531,Esneux,Liège,22.0,Esneux (entité),43817.0,Deelgemeente,144,"25,52 km2"
43817,Esneux (entité),Liège,22.0,Esneux (entité),43817.0,Gemeente,144,"34,2 km2"
688283,Espace du Pourrain (Assesse),Namur,24.0,Assesse (entité),43885.0,Gebied,144,"7,65 ha"
179958,Espace Tilou (réserve naturelle),Hainaut,23.0,Mons (entité),43852.0,Gebied,144,"24,07 ha"
23922,Esplechin,Hainaut,23.0,Tournai (entité),43768.0,Deelgemeente,144,"8,83 km2"
672026,Esplechin (bassin d'orage du TGV),Hainaut,23.0,Tournai (entité),43768.0,Gebied,144,8.580 m2
42073,Esquelmes,Hainaut,23.0,Pecq (entité),43744.0,Deelgemeente,144,"2,25 km2"
23364,Essen,Antwerpen,17.0,—,,Gemeente,144,"47,64 km2"
108351,Essen - Centrum,Antwerpen,17.0,Essen,23364.0,Gebied,144,"8,59 km2"
192132,Essen - Centrum - Oude Pastorij,Antwerpen,17.0,Essen,23364.0,Gebied,144,"1,65 ha"
247147,Essen - Centrum - Watertoren,Antwerpen,17.0,Essen,23364.0,Gebied,144,3.081 m2
191662,Essen - Domein Hemelrijk - Arboretum,Antwerpen,17.0,Essen,23364.0,Gebied,144,4.831 m2
191664,Essen - Domein Hemelrijk - Oost,Antwerpen,17.0,Essen,23364.0,Gebied,144,"2,42 ha"
191663,Essen - Domein Hemelrijk - West,Antwerpen,17.0,Essen,23364.0,Gebied,144,2.996 m2
108350,Essen - Hoek,Antwerpen,17.0,Essen,23364.0,Gebied,144,"10,2 km2"
108349,Essen - Horendonk,Antwerpen,17.0,Essen,23364.0,Gebied,145,"14,41 km2"
191609,Essen - Horendonk - Benego,Antwerpen,17.0,Essen,23364.0,Gebied,145,"2,03 ha"
192133,Essen - Horendonk - Noordelijke Poel,Antwerpen,17.0,Essen,23364.0,Gebied,145,"12,27 ha"
192134,Essen - Horendonk - zuidelijke Poel,Antwerpen,17.0,Essen,23364.0,Gebied,145,7.096 m2
241832,Essen - Kleine Aa - Meander Nieuwmoersesteenweg,Antwerpen,17.0,Essen,23364.0,Gebied,145,8.738 m2
241831,Essen - Kleine Aa - Vispassage en winterbed,Antwerpen,17.0,Essen,23364.0,Gebied,145,"32,97 ha"
108271,Essen - Kleine Aa (Wildertse beek),Antwerpen,17.0,Essen,23364.0,Gebied,145,"3,66 km2"
191724,Essen - NR Spijkerbroekje (oud waardevol karrenspoor),Antwerpen,17.0,Essen,23364.0,Gebied,145,1.740 m2
108352,Essen - Wildert,Antwerpen,17.0,Essen,23364.0,Gebied,145,"14,8 km2"
247146,Essen - Wildert - Weiland Wildertse Beek,Antwerpen,17.0,Essen,23364.0,Gebied,145,"2,15 ha"
191626,Essen - Wildertse Duintjes - Heideveldje,Antwerpen,17.0,Essen,23364.0,Gebied,145,"1,36 ha"
677999,Essenbeek - Warandepark,Vlaams-Brabant,20.0,Halle,23217.0,Gebied,145,"24,9 ha"
30978,Essene - Open Weidegebied,Vlaams-Brabant,20.0,Affligem,23256.0,Gebied,145,"76,82 ha"
679604,Essene - Pelinkbos,Vlaams-Brabant,20.0,Affligem,23256.0,Gebied,145,"4,74 ha"
191145,Essene - Pullewouwe,Vlaams-Brabant,20.0,Affligem,23256.0,Gebied,145,4.240 m2
24389,Essene - Steenvoorde,Vlaams-Brabant,20.0,Ternat,23245.0,Gebied,145,"69,52 ha"
27730,Essene (Dg),Vlaams-Brabant,20.0,Affligem,23256.0,Deelgemeente,145,"7,17 km2"
42067,Estaimbourg,Hainaut,23.0,Estaimpuis (entité),43746.0,Deelgemeente,145,"4,07 km2"
43504,Estaimpuis,Hainaut,23.0,Estaimpuis (entité),43746.0,Deelgemeente,145,"3,33 km2"
43746,Estaimpuis (entité),Hainaut,23.0,Estaimpuis (entité),43746.0,Gemeente,145,"32,08 km2"
43878,Estinnes (entité),Hainaut,23.0,—,,Gemeente,145,"73,2 km2"
252421,Estinnes (réserve naturelle),Hainaut,23.0,Estinnes (entité),43878.0,Gebied,145,"16,73 ha"
42035,Estinnes-Au-Mont,Hainaut,23.0,Estinnes (entité),43878.0,Deelgemeente,145,"9,83 km2"
42036,Estinnes-Au-Val,Hainaut,23.0,Estinnes (entité),43878.0,Deelgemeente,145,"10,69 km2"
43597,Etalle,Luxembourg,26.0,Etalle (entité),43963.0,Deelgemeente,145,"27,24 km2"
43963,Etalle (entité),Luxembourg,26.0,Etalle (entité),43963.0,Gemeente,146,"79,36 km2"
241606,Etang à Falmagne,Namur,24.0,Dinant (entité),43913.0,Gebied,146,"18,5 ha"
241586,Etang au Nord du Bois Robert,Hainaut,23.0,Froidchapelle (entité),43922.0,Gebied,146,"1,24 ha"
241589,Etang au Nord du cimetière de Maizeret,Namur,24.0,Andenne (entité),43839.0,Gebied,146,1.474 m2
72800,Etang Buisseret - Seneffe,Hainaut,23.0,Seneffe (entité),43812.0,Gebied,146,"3,74 ha"
43051,Etang d'Aix-Sur-Cloie,Luxembourg,26.0,Aubange (entité),43968.0,Gebied,146,"1,59 ha"
